Número do Processo,Localização Atual,Foro,Vara,Controle,Classe,Assunto,Distribuição,reu_preso,Relatório Final,Denúncia,Defesa Prévia,Razões de Apelação,Contrarrazões de Apelação,Sigilo,e-SAJ
1501146-77.2025.8.26.0599,18º Promotor de Justiça de Piracicaba,Foro de Piracicaba,4ª Vara Criminal,2025/000707,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2025-06-02,True,2025-06-30,2025-07-04,2025-09-09,2026-02-05,2026-02-06,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004HCT0000&processo.numero=1501146-77.2025.8.26.0599
1501128-56.2025.8.26.0599,7º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2025/000706,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2025-06-01,False,2025-06-27,2025-06-27,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004HC60000&processo.numero=1501128-56.2025.8.26.0599
1501135-48.2025.8.26.0599,7º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2025/000707,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2025-06-02,False,2025-06-12,2025-06-17,2025-07-20,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004HCE0000&processo.numero=1501135-48.2025.8.26.0599
1501110-35.2025.8.26.0599,7º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2025/000699,Ação Penal - Procedimento Ordinário,Roubo,2025-05-29,False,2025-06-17,2025-06-17,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004HBF0000&processo.numero=1501110-35.2025.8.26.0599
1501111-20.2025.8.26.0599,1º Promotor de Justiça Auxiliar de Piracicaba,Foro de Piracicaba,4ª Vara Criminal,2025/000699,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2025-05-29,False,2025-06-04,2025-06-05,2025-09-15,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004HBH0000&processo.numero=1501111-20.2025.8.26.0599
1501113-87.2025.8.26.0599,7º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2025/000698,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2025-05-29,False,2025-05-29,2025-06-02,2025-07-25,2026-05-15,2026-05-15,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004HBJ0000&processo.numero=1501113-87.2025.8.26.0599
1501114-72.2025.8.26.0599,4º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2025/000701,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2025-05-30,False,2025-07-03,2025-07-10,2025-10-29,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004HBN0000&processo.numero=1501114-72.2025.8.26.0599
1501116-42.2025.8.26.0599,6º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2025/000642,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2025-05-30,True,2025-06-23,2025-06-24,2025-08-07,2025-11-07,2025-11-10,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004HBP0000&processo.numero=1501116-42.2025.8.26.0599
1503610-33.2025.8.26.0451,10º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2025/000759,Ação Penal - Procedimento Ordinário,Descumprimento de Prazo em Benefício de Adolescente Privado de Liberdade,2025-05-29,False,2025-07-16,2025-09-16,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000W0XM0000&processo.numero=1503610-33.2025.8.26.0451
1503619-92.2025.8.26.0451,13º Promotor de Justiça de Piracicaba,Foro de Piracicaba,Vara do Juizado Especial Cível e Criminal,2025/001550,Termo Circunstanciado,Crimes de Trânsito,2025-05-29,False,,2026-04-10,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000W0YD0000&processo.numero=1503619-92.2025.8.26.0451
1503623-32.2025.8.26.0451,11º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2025/000638,Ação Penal - Procedimento Sumário,Ameaça,2025-05-29,False,2025-07-16,2025-07-16,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000W0YO0000&processo.numero=1503623-32.2025.8.26.0451
1503625-02.2025.8.26.0451,9º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2025/000763,Ação Penal - Procedimento Sumário,Ameaça,2025-05-29,False,2025-11-03,2025-11-04,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000W0YS0000&processo.numero=1503625-02.2025.8.26.0451
1501102-58.2025.8.26.0599,6º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2025/000640,Ação Penal - Procedimento Ordinário,Furto Qualificado,2025-05-29,False,2025-05-29,2025-05-30,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004HAY0000&processo.numero=1501102-58.2025.8.26.0599
1501103-43.2025.8.26.0599,10º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2025/000768,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2025-05-29,False,2025-07-14,2025-07-15,2025-12-10,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004HAZ0000&processo.numero=1501103-43.2025.8.26.0599
1503580-95.2025.8.26.0451,11º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2025/000625,Ação Penal - Procedimento Ordinário,Estupro de vulnerável,2025-05-28,False,2025-07-16,2026-05-04,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000W0TL0000&processo.numero=1503580-95.2025.8.26.0451
1503581-80.2025.8.26.0451,7º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2025/000686,Ação Penal - Procedimento Sumário,Ameaça,2025-05-28,False,2025-06-27,2025-09-09,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000W0TM0000&processo.numero=1503581-80.2025.8.26.0451
1503583-50.2025.8.26.0451,7º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2025/000687,Ação Penal - Procedimento Ordinário,Estupro,2025-05-28,False,2025-07-10,2026-04-30,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000W0TQ0000&processo.numero=1503583-50.2025.8.26.0451
1503592-12.2025.8.26.0451,11º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2025/000628,Ação Penal - Procedimento Sumário,Leve,2025-05-28,False,2025-06-25,2025-06-27,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000W0UB0000&processo.numero=1503592-12.2025.8.26.0451
1503595-64.2025.8.26.0451,6º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2025/000630,Ação Penal - Procedimento Sumário,Leve,2025-05-28,False,2025-06-25,2025-06-27,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000W0UL0000&processo.numero=1503595-64.2025.8.26.0451
1503606-93.2025.8.26.0451,11º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2025/000635,Ação Penal - Procedimento Sumário,Estupro de vulnerável,2025-05-28,False,2025-07-10,2025-07-11,2025-08-14,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000W0WL0000&processo.numero=1503606-93.2025.8.26.0451
1501096-51.2025.8.26.0599,9º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2025/000753,Ação Penal - Procedimento Ordinário,Roubo Majorado,2025-05-27,False,2025-05-27,2025-05-28,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004HAL0000&processo.numero=1501096-51.2025.8.26.0599
1501098-21.2025.8.26.0599,6º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2025/000632,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2025-05-28,False,2025-06-02,2025-06-03,2025-07-16,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004HAS0000&processo.numero=1501098-21.2025.8.26.0599
1501099-06.2025.8.26.0599,6º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2025/000631,Ação Penal - Procedimento Ordinário,Crimes de Trânsito,2025-05-28,False,2025-05-30,2025-06-02,2025-06-30,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004HAT0000&processo.numero=1501099-06.2025.8.26.0599
1503528-02.2025.8.26.0451,7º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2025/000676,Ação Penal - Procedimento Sumário,Contravenções Penais,2025-05-27,False,2025-08-27,2025-09-01,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000W0OM0000&processo.numero=1503528-02.2025.8.26.0451
1503530-69.2025.8.26.0451,7º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2025/000677,Ação Penal - Procedimento Sumário,Lesão Cometida em Razão da Condição de Mulher,2025-05-27,False,2025-08-28,2025-09-01,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000W0OQ0000&processo.numero=1503530-69.2025.8.26.0451
1503534-09.2025.8.26.0451,7º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2025/000679,Ação Penal - Procedimento Sumário,Ameaça,2025-05-27,False,2025-08-28,2025-09-01,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000W0OV0000&processo.numero=1503534-09.2025.8.26.0451
1503541-98.2025.8.26.0451,11º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2025/000616,Ação Penal - Procedimento Sumário,DIREITO PENAL-Crimes contra a liberdade pessoal-Perseguição,2025-05-27,False,2025-08-28,2025-08-29,2025-10-07,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000W0PH0000&processo.numero=1503541-98.2025.8.26.0451
1503550-60.2025.8.26.0451,4º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2025/000682,Ação Penal - Procedimento Sumário,Vias de fato,2025-05-27,False,2025-08-27,2025-08-29,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000W0QE0000&processo.numero=1503550-60.2025.8.26.0451
1503555-82.2025.8.26.0451,10º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2025/000749,Inquérito Policial,Estupro de vulnerável,2025-05-27,False,2026-05-21,2026-05-25,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000W0QT0000&processo.numero=1503555-82.2025.8.26.0451
1503562-74.2025.8.26.0451,18º Promotor de Justiça de Piracicaba,Foro de Piracicaba,4ª Vara Criminal,2025/000685,Ação Penal - Procedimento Sumário,Ameaça,2025-05-27,False,2025-11-11,2025-11-13,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000W0RO0000&processo.numero=1503562-74.2025.8.26.0451
1501087-89.2025.8.26.0599,7º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2025/000669,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2025-05-26,True,2025-05-27,2025-05-28,2025-07-01,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004HAC0000&processo.numero=1501087-89.2025.8.26.0599
1501093-96.2025.8.26.0599,9º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2025/000754,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2025-05-27,False,2025-06-23,2025-06-26,2025-07-11,2025-09-18,2025-09-19,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004HAI0000&processo.numero=1501093-96.2025.8.26.0599
1501073-08.2025.8.26.0599,9º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2025/000733,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2025-05-26,False,2025-06-02,2025-06-02,2025-07-16,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004H9L0000&processo.numero=1501073-08.2025.8.26.0599
1501062-76.2025.8.26.0599,10º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2025/000735,Ação Penal - Procedimento Ordinário,Furto,2025-05-26,False,2025-05-29,2025-06-02,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004H960000&processo.numero=1501062-76.2025.8.26.0599
1501068-83.2025.8.26.0599,18º Promotor de Justiça de Piracicaba,Foro de Piracicaba,4ª Vara Criminal,2025/000667,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2025-05-26,False,2025-06-18,2025-06-18,2025-08-12,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004H9G0000&processo.numero=1501068-83.2025.8.26.0599
1501047-10.2025.8.26.0599,6º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2025/000592,Ação Penal - Procedimento Ordinário,Furto,2025-05-23,True,2025-05-29,2025-05-30,,2025-08-30,2025-09-02,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004H8L0000&processo.numero=1501047-10.2025.8.26.0599
1501048-92.2025.8.26.0599,18º Promotor de Justiça de Piracicaba,Foro de Piracicaba,4ª Vara Criminal,2025/000655,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2025-05-23,False,2025-06-16,2025-06-18,,2026-04-27,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004H8M0000&processo.numero=1501048-92.2025.8.26.0599
1501049-77.2025.8.26.0599,9º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2025/000720,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2025-05-23,False,2025-05-27,2025-05-28,2025-06-10,2025-09-19,2025-09-23,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004H8R0000&processo.numero=1501049-77.2025.8.26.0599
1503435-39.2025.8.26.0451,13º Promotor de Justiça de Piracicaba,Foro de Piracicaba,Vara do Juizado Especial Cível e Criminal,2025/001534,Termo Circunstanciado,Leve,2025-05-23,False,,2025-10-24,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000W0EK0000&processo.numero=1503435-39.2025.8.26.0451
1503440-61.2025.8.26.0451,9º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2025/000721,Ação Penal - Procedimento Sumário,Ameaça,2025-05-23,False,2025-07-31,2025-08-04,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000W0FB0000&processo.numero=1503440-61.2025.8.26.0451
1503459-67.2025.8.26.0451,11º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2025/000598,Inquérito Policial,Lesão Cometida em Razão da Condição de Mulher,2025-05-23,False,2026-05-22,2026-05-25,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000W0G30000&processo.numero=1503459-67.2025.8.26.0451
1503460-52.2025.8.26.0451,7º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2025/000657,Ação Penal - Procedimento Ordinário,Decorrente de Violência Doméstica,2025-05-23,False,2026-02-27,2026-03-02,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000W0G40000&processo.numero=1503460-52.2025.8.26.0451
1503461-37.2025.8.26.0451,6º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2025/000599,Ação Penal - Procedimento Ordinário,Lesão Cometida em Razão da Condição de Mulher,2025-05-23,False,2025-11-10,2025-11-11,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000W0G50000&processo.numero=1503461-37.2025.8.26.0451
1503464-89.2025.8.26.0451,6º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2025/000600,Ação Penal - Procedimento Ordinário,Leve,2025-05-23,False,2026-02-27,2026-03-02,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000W0G90000&processo.numero=1503464-89.2025.8.26.0451
1503470-96.2025.8.26.0451,11º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2025/000846,Ação Penal - Procedimento Ordinário,Crime de Descumprimento de Medida Protetiva  de Urgência,2025-07-10,False,2026-02-27,2026-02-27,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000W0GF0000&processo.numero=1503470-96.2025.8.26.0451
1501039-33.2025.8.26.0599,10º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2025/000719,Ação Penal - Procedimento Ordinário,Furto Qualificado,2025-05-23,False,2025-05-23,2025-05-30,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004H800000&processo.numero=1501039-33.2025.8.26.0599
1501040-18.2025.8.26.0599,4º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2025/000653,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2025-05-23,False,2025-05-26,2025-05-31,2025-06-27,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004H810000&processo.numero=1501040-18.2025.8.26.0599
1501041-03.2025.8.26.0599,6º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2025/000593,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2025-05-23,False,2025-05-26,2025-05-27,2025-09-02,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004H820000&processo.numero=1501041-03.2025.8.26.0599
1503393-87.2025.8.26.0451,11º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2025/000585,Ação Penal - Procedimento Ordinário,Crimes de Trânsito,2025-05-22,False,2025-11-11,2025-11-12,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000W07I0000&processo.numero=1503393-87.2025.8.26.0451
1503396-42.2025.8.26.0451,18º Promotor de Justiça de Piracicaba,Foro de Piracicaba,4ª Vara Criminal,2025/000649,Ação Penal - Procedimento Ordinário,Ameaça,2025-05-22,False,2025-11-11,2025-11-12,,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=CJ000W07Q0000&processo.numero=1503396-42.2025.8.26.0451
1501030-71.2025.8.26.0599,18º Promotor de Justiça de Piracicaba,Foro de Piracicaba,4ª Vara Criminal,2025/000645,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2025-05-22,False,2025-06-17,2025-06-18,2025-08-27,2026-04-13,2026-04-17,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004H7N0000&processo.numero=1501030-71.2025.8.26.0599
1501035-93.2025.8.26.0599,7º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2025/000648,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2025-05-22,False,2025-06-03,2025-06-04,2025-09-30,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004H7S0000&processo.numero=1501035-93.2025.8.26.0599
1501036-78.2025.8.26.0599,18º Promotor de Justiça de Piracicaba,Foro de Piracicaba,4ª Vara Criminal,2025/000651,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2025-05-22,True,2025-05-27,2025-05-28,2025-07-22,2026-01-30,2026-01-30,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004H7T0000&processo.numero=1501036-78.2025.8.26.0599
1501020-27.2025.8.26.0599,10º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2025/000708,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2025-05-21,True,2025-05-27,2025-06-02,2025-07-15,2025-12-29,2026-01-07,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004H760000&processo.numero=1501020-27.2025.8.26.0599
1501021-12.2025.8.26.0599,9º Promotor de Justiça de Piracicaba,Foro de Piracicaba,2ª Vara Criminal,2025/000711,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2025-05-21,False,2025-05-21,2025-05-22,,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004H770000&processo.numero=1501021-12.2025.8.26.0599
1501022-94.2025.8.26.0599,4º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2025/000654,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2025-05-23,False,2025-06-17,2025-06-24,2025-08-12,,,Público,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004H780000&processo.numero=1501022-94.2025.8.26.0599
1501024-64.2025.8.26.0599,6º Promotor de Justiça de Piracicaba,Foro de Piracicaba,1ª Vara Criminal,2025/000582,Procedimento Especial da Lei Antitóxicos,Tráfico de Drogas e Condutas Afins,2025-05-22,False,2025-05-29,2025-05-30,2025-07-01,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004H7C0000&processo.numero=1501024-64.2025.8.26.0599
1501026-34.2025.8.26.0599,7º Promotor de Justiça de Piracicaba,Foro de Piracicaba,3ª Vara Criminal,2025/000645,Ação Penal - Procedimento Ordinário,Importunação Sexual,2025-05-22,False,2025-05-23,2025-10-30,2026-02-05,,,Restrito,https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=GN0004H7E0000&processo.numero=1501026-34.2025.8.26.0599
